matchId,round,timestamp,attacker,action,damage,target,hp_left
M0003,2,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,6,Player1 Warrior,89,Player1 Warrior VS Player2 Warrior
M0003,3,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,10,Player2 Warrior,70,Player1 Warrior VS Player2 Warrior
M0003,3,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,3,Player1 Warrior,86,Player1 Warrior VS Player2 Warrior
M0003,4,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,5,Player2 Warrior,65,Player1 Warrior VS Player2 Warrior
M0003,4,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,6,Player1 Warrior,80,Player1 Warrior VS Player2 Warrior
M0003,5,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,10,Player2 Warrior,55,Player1 Warrior VS Player2 Warrior
M0003,5,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,6,Player1 Warrior,74,Player1 Warrior VS Player2 Warrior
M0003,6,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,7,Player2 Warrior,48,Player1 Warrior VS Player2 Warrior
M0003,6,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,6,Player1 Warrior,68,Player1 Warrior VS Player2 Warrior
M0003,7,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,10,Player2 Warrior,38,Player1 Warrior VS Player2 Warrior
M0003,7,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,4,Player1 Warrior,64,Player1 Warrior VS Player2 Warrior
M0003,8,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,7,Player2 Warrior,31,Player1 Warrior VS Player2 Warrior
M0003,8,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,3,Player1 Warrior,61,Player1 Warrior VS Player2 Warrior
M0003,9,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,6,Player2 Warrior,25,Player1 Warrior VS Player2 Warrior
M0003,9,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,6,Player1 Warrior,55,Player1 Warrior VS Player2 Warrior
M0003,10,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,10,Player2 Warrior,15,Player1 Warrior VS Player2 Warrior
M0003,10,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,0,Player1 Warrior,55,Player1 Warrior VS Player2 Warrior
M0003,11,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,7,Player2 Warrior,8,Player1 Warrior VS Player2 Warrior
M0003,11,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,4,Player1 Warrior,51,Player1 Warrior VS Player2 Warrior
M0003,12,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Warrior,8,Player2 Warrior,0,Player1 Warrior VS Player2 Warrior
M0004,1,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Wizard,32,Player2 Warrior,68,Player1 Wizard VS Player2 Warrior
M0004,1,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,6,Player1 Wizard,94,Player1 Wizard VS Player2 Warrior
M0004,2,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Wizard,31,Player2 Warrior,37,Player1 Wizard VS Player2 Warrior
M0004,2,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,12,Player1 Wizard,82,Player1 Wizard VS Player2 Warrior
M0004,3,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Wizard,4,Player2 Warrior,33,Player1 Wizard VS Player2 Warrior
M0004,3,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,12,Player1 Wizard,70,Player1 Wizard VS Player2 Warrior
M0004,4,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Wizard,32,Player2 Warrior,1,Player1 Wizard VS Player2 Warrior
M0004,4,Fri Feb 27 15:04:50 GMT+04:00 2026,Player2 Warrior,12,Player1 Wizard,58,Player1 Wizard VS Player2 Warrior
M0004,5,Fri Feb 27 15:04:50 GMT+04:00 2026,Player1 Wizard,1,Player2 Warrior,0,Player1 Wizard VS Player2 Warrior
M0005,1,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,5,Player2 Warrior,95,Player1 Wizard VS Player2 Warrior
M0005,1,Fri Feb 27 15:04:51 GMT+04:00 2026,Player2 Warrior,5,Player1 Wizard,95,Player1 Wizard VS Player2 Warrior
M0005,2,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,20,Player2 Warrior,75,Player1 Wizard VS Player2 Warrior
M0005,2,Fri Feb 27 15:04:51 GMT+04:00 2026,Player2 Warrior,10,Player1 Wizard,85,Player1 Wizard VS Player2 Warrior
M0005,3,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,19,Player2 Warrior,56,Player1 Wizard VS Player2 Warrior
M0005,3,Fri Feb 27 15:04:51 GMT+04:00 2026,Player2 Warrior,10,Player1 Wizard,75,Player1 Wizard VS Player2 Warrior
M0005,4,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,22,Player2 Warrior,34,Player1 Wizard VS Player2 Warrior
M0005,4,Fri Feb 27 15:04:51 GMT+04:00 2026,Player2 Warrior,10,Player1 Wizard,65,Player1 Wizard VS Player2 Warrior
M0005,5,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,6,Player2 Warrior,28,Player1 Wizard VS Player2 Warrior
M0005,5,Fri Feb 27 15:04:51 GMT+04:00 2026,Player2 Warrior,5,Player1 Wizard,60,Player1 Wizard VS Player2 Warrior
M0005,6,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,4,Player2 Warrior,24,Player1 Wizard VS Player2 Warrior
M0005,6,Fri Feb 27 15:04:51 GMT+04:00 2026,Player2 Warrior,10,Player1 Wizard,50,Player1 Wizard VS Player2 Warrior
M0005,7,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,5,Player2 Warrior,19,Player1 Wizard VS Player2 Warrior
M0005,7,Fri Feb 27 15:04:51 GMT+04:00 2026,Player2 Warrior,10,Player1 Wizard,40,Player1 Wizard VS Player2 Warrior
M0005,8,Fri Feb 27 15:04:51 GMT+04:00 2026,Player1 Wizard,19,Player2 Warrior,0,Player1 Wizard VS Player2 Warrior
M0006,1,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,9,Revan,91,Kenan VS Revan
M0006,1,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,4,Kenan,96,Kenan VS Revan
M0006,2,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,9,Revan,82,Kenan VS Revan
M0006,2,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,5,Kenan,91,Kenan VS Revan
M0006,3,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,9,Revan,73,Kenan VS Revan
M0006,3,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,6,Kenan,85,Kenan VS Revan
M0006,4,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,9,Revan,64,Kenan VS Revan
M0006,4,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,3,Kenan,82,Kenan VS Revan
M0006,5,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,9,Revan,55,Kenan VS Revan
M0006,5,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,34,Kenan,48,Kenan VS Revan
M0006,6,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,6,Revan,49,Kenan VS Revan
M0006,6,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,34,Kenan,14,Kenan VS Revan
M0006,7,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,6,Revan,43,Kenan VS Revan
M0006,7,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,3,Kenan,11,Kenan VS Revan
M0006,8,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,5,Revan,38,Kenan VS Revan
M0006,8,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,6,Kenan,5,Kenan VS Revan
M0006,9,Fri Feb 27 15:05:26 GMT+04:00 2026,Kenan,5,Revan,33,Kenan VS Revan
M0006,9,Fri Feb 27 15:05:26 GMT+04:00 2026,Revan,5,Kenan,0,Kenan VS Revan
M0001,1,Fri Feb 27 15:17:45 GMT+04:00 2026,Kenan,30,Revan,100,Kenan vs Revan

M0001,1,Fri Feb 27 15:17:45 GMT+04:00 2026,Revan,33,Kenan,95,Kenan vs Revan

M0001,2,Fri Feb 27 15:17:45 GMT+04:00 2026,Kenan,30,Revan,70,Kenan vs Revan

M0001,2,Fri Feb 27 15:17:46 GMT+04:00 2026,Revan,9,Kenan,86,Kenan vs Revan

M0001,3,Fri Feb 27 15:17:46 GMT+04:00 2026,Kenan,30,Revan,40,Kenan vs Revan

M0001,3,Fri Feb 27 15:17:46 GMT+04:00 2026,Revan,33,Kenan,53,Kenan vs Revan

M0001,4,Fri Feb 27 15:17:46 GMT+04:00 2026,Kenan,15,Revan,25,Kenan vs Revan

M0001,4,Fri Feb 27 15:17:46 GMT+04:00 2026,Revan,9,Kenan,44,Kenan vs Revan

M0001,5,Fri Feb 27 15:17:46 GMT+04:00 2026,Kenan,15,Revan,10,Kenan vs Revan

M0001,5,Fri Feb 27 15:17:46 GMT+04:00 2026,Revan,33,Kenan,11,Kenan vs Revan

M0001,6,Fri Feb 27 15:17:46 GMT+04:00 2026,Kenan,10,Revan,0,Kenan vs Revan

M0001,1,Fri Feb 27 15:23:36 GMT+04:00 2026,Kenan,10,Revan,46,Kenan vs Revan

M0001,1,Fri Feb 27 15:23:36 GMT+04:00 2026,Revan,2,Kenan,193,Kenan vs Revan

M0001,2,Fri Feb 27 15:23:37 GMT+04:00 2026,Kenan,10,Revan,36,Kenan vs Revan

M0001,2,Fri Feb 27 15:23:37 GMT+04:00 2026,Revan,50,Kenan,143,Kenan vs Revan

M0001,3,Fri Feb 27 15:23:37 GMT+04:00 2026,Kenan,10,Revan,26,Kenan vs Revan

M0001,3,Fri Feb 27 15:23:37 GMT+04:00 2026,Revan,50,Kenan,93,Kenan vs Revan

M0001,4,Fri Feb 27 15:23:37 GMT+04:00 2026,Kenan,10,Revan,16,Kenan vs Revan

M0001,4,Fri Feb 27 15:23:37 GMT+04:00 2026,Revan,50,Kenan,43,Kenan vs Revan

M0001,5,Fri Feb 27 15:23:37 GMT+04:00 2026,Kenan,10,Revan,6,Kenan vs Revan

M0001,5,Fri Feb 27 15:23:37 GMT+04:00 2026,Revan,43,Kenan,0,Kenan vs Revan

M0002,1,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,139,Hero Mage vs Enemy Warrior

M0002,1,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,90,Hero Mage vs Enemy Warrior

M0002,2,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,130,Hero Mage vs Enemy Warrior

M0002,2,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,86,Hero Mage vs Enemy Warrior

M0002,3,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,128,Hero Mage vs Enemy Warrior

M0002,3,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,82,Hero Mage vs Enemy Warrior

M0002,4,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,119,Hero Mage vs Enemy Warrior

M0002,4,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,78,Hero Mage vs Enemy Warrior

M0002,5,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,0,Enemy Warrior,119,Hero Mage vs Enemy Warrior

M0002,5,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,76,Hero Mage vs Enemy Warrior

M0002,6,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,117,Hero Mage vs Enemy Warrior

M0002,6,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,74,Hero Mage vs Enemy Warrior

M0002,7,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,115,Hero Mage vs Enemy Warrior

M0002,7,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,72,Hero Mage vs Enemy Warrior

M0002,8,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,113,Hero Mage vs Enemy Warrior

M0002,8,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,70,Hero Mage vs Enemy Warrior

M0002,9,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,111,Hero Mage vs Enemy Warrior

M0002,9,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,68,Hero Mage vs Enemy Warrior

M0002,10,Fri Feb 27 15:25:02 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,109,Hero Mage vs Enemy Warrior

M0002,10,Fri Feb 27 15:25:02 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,66,Hero Mage vs Enemy Warrior

M0002,11,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,107,Hero Mage vs Enemy Warrior

M0002,11,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,62,Hero Mage vs Enemy Warrior

M0002,12,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,105,Hero Mage vs Enemy Warrior

M0002,12,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,58,Hero Mage vs Enemy Warrior

M0002,13,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,96,Hero Mage vs Enemy Warrior

M0002,13,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,54,Hero Mage vs Enemy Warrior

M0002,14,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,94,Hero Mage vs Enemy Warrior

M0002,14,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,50,Hero Mage vs Enemy Warrior

M0002,15,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,92,Hero Mage vs Enemy Warrior

M0002,15,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,48,Hero Mage vs Enemy Warrior

M0002,16,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,83,Hero Mage vs Enemy Warrior

M0002,16,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,46,Hero Mage vs Enemy Warrior

M0002,17,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,81,Hero Mage vs Enemy Warrior

M0002,17,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,42,Hero Mage vs Enemy Warrior

M0002,18,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,79,Hero Mage vs Enemy Warrior

M0002,18,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,38,Hero Mage vs Enemy Warrior

M0002,19,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,77,Hero Mage vs Enemy Warrior

M0002,19,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,34,Hero Mage vs Enemy Warrior

M0002,20,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,75,Hero Mage vs Enemy Warrior

M0002,20,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,32,Hero Mage vs Enemy Warrior

M0002,21,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,66,Hero Mage vs Enemy Warrior

M0002,21,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,30,Hero Mage vs Enemy Warrior

M0002,22,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,0,Enemy Warrior,66,Hero Mage vs Enemy Warrior

M0002,22,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,28,Hero Mage vs Enemy Warrior

M0002,23,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,64,Hero Mage vs Enemy Warrior

M0002,23,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,24,Hero Mage vs Enemy Warrior

M0002,24,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,62,Hero Mage vs Enemy Warrior

M0002,24,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,22,Hero Mage vs Enemy Warrior

M0002,25,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,60,Hero Mage vs Enemy Warrior

M0002,25,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,20,Hero Mage vs Enemy Warrior

M0002,26,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,58,Hero Mage vs Enemy Warrior

M0002,26,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,18,Hero Mage vs Enemy Warrior

M0002,27,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,49,Hero Mage vs Enemy Warrior

M0002,27,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,16,Hero Mage vs Enemy Warrior

M0002,28,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,47,Hero Mage vs Enemy Warrior

M0002,28,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,14,Hero Mage vs Enemy Warrior

M0002,29,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,45,Hero Mage vs Enemy Warrior

M0002,29,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,12,Hero Mage vs Enemy Warrior

M0002,30,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,43,Hero Mage vs Enemy Warrior

M0002,30,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,10,Hero Mage vs Enemy Warrior

M0002,31,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,41,Hero Mage vs Enemy Warrior

M0002,31,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,6,Hero Mage vs Enemy Warrior

M0002,32,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,39,Hero Mage vs Enemy Warrior

